,SD_channels,Kurt_channels,standardizeDenoms,goodChanInds,X,Y,Z
Grid30,46.3733849183,8.01033083887,38.0042555254,1.0,-68.9599009907,-42.605372702,31.259149763
Grid31,43.3331469016,21.2057303054,30.7645014278,1.0,-70.9158004758,-36.0880040838,21.7991466765
Grid32,34.7559131701,9.14150674045,25.1998833097,1.0,-72.6846728114,-26.4526103286,11.4710042074
Grid33,39.6750235276,26.3538092923,29.5984931185,1.0,-52.8947402741,-48.1274022268,66.094460756
Grid34,50.9266861858,4.22059202109,38.8986488611,1.0,-58.52626773,-37.62030979,62.5981189911
Grid35,55.875730703,2.27358642556,46.8858436026,1.0,-64.0521985531,-28.4493830683,54.9654654734
Grid36,52.1109803329,5.26600415655,43.5941474195,1.0,-65.0025863526,-18.5186292585,47.1909458345
Grid37,46.8738096203,3.36342143232,37.6585074411,1.0,-66.9718081702,-9.22055427346,36.0223112452
Grid38,42.2110833737,16.9248041235,30.9812125694,1.0,-67.2022434582,-0.458245801967,23.8821414762
Grid39,45.2091398404,157.623258212,35.0577461014,0.0,-64.41048317,6.90679738018,12.9187676823
Grid40,39.3006878395,87.0866759536,26.5798738998,1.0,-62.4670934902,11.1651944036,3.65183712144
Grid41,39.9589226767,2.58319985882,32.2189729523,1.0,-46.9949272777,-40.8653813655,72.7133409159
Grid42,70.5616555649,1.71867171757,59.6555451462,1.0,-51.5461241035,-29.7985426328,68.883639411
Grid43,51.5107932856,2.38885567324,44.0018675097,1.0,-56.1758188947,-20.3593244252,60.2285212483
Grid44,48.6549424035,3.63961715364,40.8233441145,1.0,-57.4290332344,-12.0640756654,55.3244647548
Grid45,64.5333512309,4.30103339452,50.7989975487,1.0,-61.0221830594,-2.33136320727,45.2691406201
Grid46,57.2032624046,92.0861379156,45.4975943201,1.0,-61.4440038279,4.64926226372,35.0066345691
Grid47,57.1992382117,221.133720737,43.028304689,0.0,-61.3521260168,13.8326586798,23.3771953685
Grid48,74.6705454401,18.2682798215,40.2527364819,1.0,-61.8718937478,21.190806121,12.1148665658
Grid49,58.925628113,2.24790698585,48.3832006599,1.0,-36.248803558,-35.1049946179,78.2842652657
Grid50,78.0026337432,2.73257148285,63.33344725,1.0,-42.7378328838,-23.5663180743,75.5415040711
Grid51,45.0951041469,1.81088084402,38.1917537167,1.0,-45.6031515501,-13.7943844245,67.9739719759
Grid52,62.8317170652,2.20247284331,55.130757336,1.0,-49.5245584075,-6.25488952436,60.1533404884
Grid53,47.5633874223,2.73886766037,39.6232618063,1.0,-52.1334555176,3.13336414056,53.4135440359
Grid54,52.9538959109,4.01820771265,42.3151487177,1.0,-54.4358477949,13.0849309058,42.4136587284
Grid55,46.5156033645,5.19968094465,36.724203455,1.0,-55.6143114361,20.6852843185,34.5457441524
Grid56,42.2827439665,5.42711956036,34.1343490751,1.0,-56.5379416451,29.0294309283,25.6624401918
Grid57,35.2071890695,3.65188946809,27.8448465397,1.0,-28.6371663977,-26.2124197641,82.144267649
Grid58,37.6058897264,3.15722498558,30.3549814207,1.0,-32.469963027,-15.2777875632,79.0720698294
Grid59,31.6888633202,2.2721446598,26.1654094231,1.0,-33.5677235466,-6.92248846029,73.0386656925
Grid60,42.0293679356,6.95721654019,34.6127664562,1.0,-40.3460647706,0.220118091066,66.2806892576
Grid61,46.8871441081,10.2147247805,33.2252948284,1.0,-45.1601348651,8.16558139884,59.6853133698
Grid62,41.5619594837,4.70659569684,32.2158990955,1.0,-45.8930133727,20.2157857371,50.2088444315
Grid63,58.0829945735,6.66369355478,39.7643750187,1.0,-47.983270081,29.0788268015,42.8945611106
Grid64,51.344129309,30.4452513608,33.2922183735,1.0,-48.6090810469,35.725601512,35.1444110097
LAT1,35.5267880564,12.3124023392,17.6852183968,1.0,-37.5060996934,14.8646489362,-49.2239091039
LAT2,35.4892090204,790.404992249,13.251218232,0.0,-46.6206641356,15.1195379745,-45.2687285647
LAT3,36.5751056832,1148.58852742,13.4390402103,0.0,-53.4908744969,13.8981317449,-37.5266028471
LAT4,56.6393651343,1074.33945536,23.6692390986,0.0,-58.0254422387,9.64564726575,-27.0776854126
LAT5,56.093996636,13.1219250504,26.3053759483,1.0,-60.8435826933,8.08117383113,-15.1896525918
LAT6,38.2574437139,5.63490907469,26.1511175446,1.0,-64.8763874526,3.23921270695,-3.84313251717
LAT7,40.8259121815,6.13216340524,29.0752488956,1.0,-69.2850293782,-4.82169051073,9.06554423187
LAT8,48.0966964673,6.54248167103,33.3753652084,1.0,-70.523407676,-10.9940578979,20.7350682661
LAT9,47.1942204861,5.9932316757,33.2469701843,1.0,-38.0424133041,4.19062382751,-55.0277461102
LAT10,38.3019687939,795.395307169,14.3538597058,0.0,-49.605490625,3.85989098772,-50.1528245472
LAT11,52.4232972326,818.537834029,32.253425881,0.0,-54.3150037409,3.07373023465,-42.3854790735
LAT12,72.595412633,13.8398499202,42.4703275818,1.0,-59.8607685637,-0.894176664878,-34.220281697
LAT13,140.629084969,15.3119733739,49.1505619881,1.0,-65.7640649678,-1.37949234518,-21.9018813428
LAT14,51.0373073486,8.18697145541,35.3910828175,1.0,-68.6302134545,-7.4899823366,-9.20499451696
LAT15,35.8187033563,14.0619822792,26.4401081509,1.0,-70.7293355219,-12.862016713,3.87989599699
LAT16,26.1137841989,70.0118439011,16.3704638412,1.0,-71.8082152171,-18.1629763272,15.6044896856
LTPD1,60.2699716121,12.5791846773,39.990539613,1.0,-20.5689572245,-25.990504166,-31.5657476879
LTPD2,74.7747685907,9.59130274084,52.3277336781,1.0,-16.9442690586,-16.6360306442,-38.320686367
LTPD3,39.6654128902,5.86847684444,30.1307920692,1.0,-16.7584903182,-8.59039899243,-41.0918645754
LTPD4,37.350511261,7.43912990182,22.8812331605,1.0,-22.0427058805,2.28825616753,-48.7151802877
LTPD5,41.273101117,7.66658360914,25.0590514669,1.0,-27.7256585566,8.51774744008,-49.8778944848
LTPD6,64.9554709532,13.9678502603,26.8185997375,1.0,-28.9003790236,17.7485011986,-44.0243250163
LATD1,61.0895491386,11.6296551191,37.2152047022,1.0,-23.6683984062,-13.9270503098,-43.9920351707
LATD2,68.9448363672,8.11325035197,48.0491937469,1.0,-32.186449837,-13.4216647671,-47.6228470639
LATD3,62.3316317816,7.60203082625,41.5121411144,1.0,-43.2779564014,-16.5860811025,-47.0740579621
LATD4,62.3099285077,8.14941237069,42.278088525,1.0,-51.4772556049,-15.5126392228,-41.8422036283
LATD5,61.5926605129,7.19740141227,42.1580568232,1.0,-58.8729680927,-16.8991884687,-37.0085778673
LATD6,105.45744741,8.55072430175,45.3686761465,1.0,-65.5651295479,-24.282426098,-32.0636362139
LMTD1,46.242734403,8.79019981572,31.5501701603,1.0,-18.2228368948,-38.8557795066,-21.7183397502
LMTD2,40.2990341475,11.4437829488,20.9937373707,1.0,-20.2465064295,-31.2077508976,-29.1202860472
LMTD3,64.7101630153,8.26156799645,38.6610386044,1.0,-27.6496885576,-23.8650080014,-36.7189254496
LMTD4,58.0652732036,16.576703233,30.5612960266,1.0,-30.9146884403,-18.4758435555,-42.2345838899
LMTD5,71.2125535527,16.4157343221,27.3631729065,1.0,-34.4080152211,-9.55941911732,-53.0078139008
LMTD6,38.1201316197,11.9611147821,19.1325871064,1.0,-45.2097598619,-0.698741975552,-55.2195515923
LPT1,61.7178953115,2.54784972789,45.7371883032,1.0,-22.4729377227,-76.7230645203,-25.503479556
LPT2,107.230664835,4.12043884819,66.8785400791,1.0,-30.9755019179,-68.3675337448,-25.665481151
LPT3,66.1147136273,4.22846032679,45.0784441206,1.0,-39.1578343137,-68.1312938046,-27.1546432491
LPT4,58.6341119997,5.17898254306,38.8009669538,1.0,-45.5983969193,-60.9205135143,-27.5210562746
LPT5,73.1596989591,3.74649354763,49.6246146057,1.0,-53.662962758,-54.3826386121,-31.2179244415
LPT6,57.8417826711,4.59215892611,40.1687328129,1.0,-60.535212453,-47.280258448,-32.1096951706
LPT7,66.9784240587,6.98725987451,41.7841152231,1.0,-62.4158982628,-36.5230691324,-31.4272519159
LPT8,66.3003911145,9.4749128238,36.5461120571,1.0,-64.0713833822,-28.6987063335,-31.3285305986
