,SD_channels,Kurt_channels,standardizeDenoms,goodChanInds,X,Y,Z
LPT6,26.7977914805,3.52364985156,19.3955354725,1.0,-64.4099219183,-31.7425033286,-29.2033021008
LTO1,52.687030042,532.742387269,39.5426020523,0.0,-23.0798494964,-96.0199697259,-23.2821890238
LTO2,58.3157502729,2.70813444905,42.5596645477,1.0,-34.1062727082,-88.1491140161,-19.8199886153
LTO3,55.7568593039,3.44311641721,40.2672856934,1.0,-44.7538712253,-80.4763794309,-19.9683929301
LTO4,48.7978828603,2.87042230769,35.4458551552,1.0,-51.0262770714,-73.2216861287,-18.3284510523
LTO5,53.3879819932,3.11174728314,39.170996244,1.0,-55.9466595909,-65.4909422007,-15.6172726732
LTO6,44.3155396615,4.46927004251,32.0203938892,1.0,-64.4323605271,-56.4517342129,-15.8855663201
EOGL,34.970913937,3431.7316572,10.5572238765,0.0,,,
EOGR,44.4061896603,29580.0382609,12.1843213005,0.0,,,
ECGL,105.225794811,4058.40545954,7.15645031776,0.0,,,
ECGR,427.906299267,668.471406537,15.7772413044,0.0,,,
